datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2/01/2011 14:00,1,0,0,3,0.36,0.3485,0.76,0.194,59
2/01/2011 15:00,1,0,0,3,0.34,0.3333,0.81,0.1642,74
2/01/2011 16:00,1,0,0,3,0.34,0.3333,0.71,0.1642,76
2/01/2011 17:00,1,0,0,1,0.34,0.3333,0.57,0.194,65
2/01/2011 18:00,1,0,0,2,0.36,0.3333,0.46,0.3284,53
2/01/2011 19:00,1,0,0,1,0.32,0.2879,0.42,0.4478,30
2/01/2011 20:00,1,0,0,1,0.3,0.2727,0.39,0.3582,22
2/01/2011 21:00,1,0,0,1,0.26,0.2273,0.44,0.3284,31
2/01/2011 22:00,1,0,0,1,0.24,0.2121,0.44,0.2985,9
2/01/2011 23:00,1,0,0,1,0.22,0.2273,0.47,0.1642,8
3/01/2011 0:00,1,0,1,1,0.22,0.197,0.44,0.3582,5
3/01/2011 1:00,1,0,1,1,0.2,0.1667,0.44,0.4179,2
3/01/2011 4:00,1,0,1,1,0.16,0.1364,0.47,0.3881,1
3/01/2011 5:00,1,0,1,1,0.16,0.1364,0.47,0.2836,3
3/01/2011 6:00,1,0,1,1,0.14,0.1061,0.5,0.3881,30
3/01/2011 7:00,1,0,1,1,0.14,0.1364,0.5,0.194,64
3/01/2011 8:00,1,0,1,1,0.14,0.1212,0.5,0.2836,154
3/01/2011 9:00,1,0,1,1,0.16,0.1364,0.43,0.3881,88
3/01/2011 10:00,1,0,1,1,0.18,0.1667,0.43,0.2537,44
3/01/2011 11:00,1,0,1,1,0.2,0.1818,,0.3284,51
3/01/2011 12:00,1,0,1,1,0.22,0.2121,0.35,0.2985,61
3/01/2011 13:00,1,0,1,1,0.24,0.2121,0.35,0.2836,61
3/01/2011 14:00,1,0,1,1,0.26,0.2424,0.3,0.2836,77
3/01/2011 15:00,1,0,1,1,0.26,0.2424,0.3,0.2537,72
3/01/2011 16:00,1,0,1,1,0.26,0.2424,0.3,0.2537,76
3/01/2011 17:00,1,0,1,1,0.24,0.2273,0.3,0.2239,157
3/01/2011 18:00,1,0,1,1,0.24,0.2576,0.32,0.1045,157
3/01/2011 19:00,1,0,1,1,0.2,0.2576,0.47,0,110
3/01/2011 20:00,1,0,1,1,0.2,0.2273,0.47,0.1045,52
3/01/2011 21:00,1,0,1,1,0.18,0.197,0.64,0.1343,52
3/01/2011 22:00,1,0,1,1,0.14,0.1515,0.69,0.1343,20
3/01/2011 23:00,1,0,1,1,0.18,0.2121,0.55,0.1045,12
4/01/2011 0:00,1,0,1,1,0.16,0.1818,0.55,0.1045,5
4/01/2011 1:00,1,0,1,1,0.16,0.1818,0.59,0.1045,2
4/01/2011 2:00,1,0,1,1,0.14,0.1515,0.63,0.1343,1
4/01/2011 4:00,1,0,1,1,0.14,0.1818,0.63,0.0896,2
4/01/2011 5:00,1,0,1,1,0.12,0.1515,0.68,0.1045,4
4/01/2011 6:00,1,0,1,1,0.12,0.1515,0.74,0.1045,36
4/01/2011 7:00,1,0,1,1,0.12,0.1515,0.74,0.1343,94
4/01/2011 8:00,1,0,1,1,0.14,0.1515,0.69,0.1642,179
4/01/2011 9:00,1,0,1,1,0.16,0.1515,0.64,0.2239,100
4/01/2011 10:00,1,0,1,2,0.16,0.1364,0.69,0.3284,42
4/01/2011 11:00,1,0,1,1,0.22,0.2121,0.51,0.2985,57
4/01/2011 12:00,1,0,1,1,0.22,0.2273,0.51,0.1642,78
4/01/2011 13:00,1,0,1,1,0.24,0.2273,0.56,0.194,97
4/01/2011 14:00,1,0,1,1,0.26,0.2576,0.52,0.2239,63
4/01/2011 15:00,1,0,1,1,0.28,0.2727,0.52,0.2537,65
4/01/2011 16:00,1,0,1,1,0.3,0.2879,0.49,0.2537,83
4/01/2011 17:00,1,0,1,1,0.28,0.2727,0.48,0.2239,212
4/01/2011 18:00,1,0,1,1,0.26,0.2576,0.48,0.194,182
4/01/2011 19:00,1,0,1,1,0.24,0.2576,0.48,0.1045,112
4/01/2011 20:00,1,0,1,1,0.24,0.2576,0.48,0.1045,54
4/01/2011 21:00,1,0,1,1,0.22,0.2727,0.64,0,48
4/01/2011 22:00,1,0,1,1,0.22,0.2576,0.64,0.0896,35
4/01/2011 23:00,1,0,1,1,0.2,0.2273,0.69,0.0896,11
5/01/2011 0:00,1,0,1,1,0.2,0.2576,0.64,0,6
5/01/2011 1:00,1,0,1,1,0.16,0.197,,0.0896,6
5/01/2011 2:00,1,0,1,1,0.16,0.197,0.74,0.0896,2
5/01/2011 4:00,1,0,1,1,0.24,0.2273,0.48,0.2239,2
5/01/2011 5:00,1,0,1,1,0.22,0.2273,0.47,0.1642,3
5/01/2011 6:00,1,0,1,1,0.2,0.197,0.47,0.2239,33
5/01/2011 7:00,1,0,1,1,0.18,0.1818,0.43,0.194,88
5/01/2011 8:00,1,0,1,1,0.2,0.1818,0.4,0.2985,195
5/01/2011 9:00,1,0,1,1,0.22,0.197,0.37,0.3284,115
5/01/2011 10:00,1,0,1,1,0.22,0.197,0.37,0.3284,57
5/01/2011 11:00,1,0,1,1,0.26,0.2273,0.33,0.3284,46
5/01/2011 12:00,1,0,1,1,0.26,0.2273,0.33,0.3284,79
5/01/2011 13:00,1,0,1,1,0.28,0.2576,0.3,0.2985,71
5/01/2011 14:00,1,0,1,1,0.3,0.2879,0.28,0.194,62
5/01/2011 15:00,1,0,1,1,0.3,0.2879,0.28,0.194,62
5/01/2011 16:00,1,0,1,1,0.3,0.3182,0.28,0.0896,89
5/01/2011 17:00,1,0,1,1,0.24,0.2273,0.38,0.194,190
5/01/2011 18:00,1,0,1,1,0.24,0.2424,0.38,0.1343,169
5/01/2011 19:00,1,0,1,1,0.24,0.2576,0.38,0.1045,132
5/01/2011 20:00,1,0,1,1,0.22,0.2273,0.47,0.1642,89
5/01/2011 21:00,1,0,1,1,0.2,0.197,0.51,0.194,43
5/01/2011 22:00,1,0,1,1,0.18,0.197,0.55,0.1343,42
5/01/2011 23:00,1,0,1,1,0.2,0.2576,0.47,0,19
6/01/2011 0:00,1,0,1,1,0.18,0.2424,0.55,0,11
6/01/2011 1:00,1,0,1,1,0.16,0.2273,0.64,0,4
6/01/2011 2:00,1,0,1,1,0.16,0.2273,0.64,0,2
6/01/2011 4:00,1,0,1,2,0.16,0.197,0.64,0.0896,1
6/01/2011 5:00,1,0,1,2,0.14,0.1818,0.69,0.0896,4
6/01/2011 6:00,1,0,1,2,0.14,0.1667,0.63,0.1045,36
6/01/2011 7:00,1,0,1,2,0.16,0.2273,0.59,0,95
6/01/2011 8:00,1,0,1,1,0.16,0.2273,0.59,0,219
6/01/2011 9:00,1,0,1,2,0.18,0.2424,0.51,0,122
6/01/2011 10:00,1,0,1,1,0.2,0.2576,0.47,0,45
6/01/2011 11:00,1,0,1,1,0.22,0.2576,0.44,0.0896,59
6/01/2011 12:00,1,0,1,1,0.26,0.2879,0.35,0,84
6/01/2011 13:00,1,0,1,1,0.26,0.2727,0.35,0.1045,67
6/01/2011 14:00,1,0,1,1,0.28,0.2727,0.36,0.1642,70
6/01/2011 15:00,1,0,1,1,0.28,0.2727,0.36,0,62
6/01/2011 16:00,1,0,1,1,0.26,0.2576,0.38,0.1642,86
6/01/2011 17:00,1,0,1,1,0.22,0.2273,0.51,0.1642,172
6/01/2011 18:00,1,0,1,1,0.22,0.2273,0.51,0.1343,163
6/01/2011 19:00,1,0,1,1,0.22,0.2576,0.55,0.0896,112
6/01/2011 20:00,1,0,1,1,0.2,0.2121,0.51,0.1642,69
6/01/2011 21:00,1,0,1,2,0.22,0.2121,0.55,0.2239,48
6/01/2011 22:00,1,0,1,2,0.22,0.2121,0.51,0.2836,52
6/01/2011 23:00,1,0,1,2,0.2,0.197,0.59,0.194,23
7/01/2011 0:00,1,0,1,2,0.2,0.197,0.64,0.194,17
7/01/2011 1:00,1,0,1,2,0.2,0.197,0.69,0.2239,7
7/01/2011 2:00,1,0,1,2,0.2,0.197,0.69,0.2239,1
7/01/2011 4:00,1,0,1,2,0.2,0.2121,0.69,0.1343,1
7/01/2011 5:00,1,0,1,3,0.22,0.2727,0.55,0,5
7/01/2011 6:00,1,0,1,2,0.2,0.2576,0.69,0,34
7/01/2011 7:00,1,0,1,1,0.2,0.2121,0.69,0.1343,84
7/01/2011 8:00,1,0,1,1,0.2,0.197,0.51,0.2537,210
7/01/2011 9:00,1,0,1,1,0.2,0.1818,0.47,0.2985,134
7/01/2011 10:00,1,0,1,1,0.22,0.197,0.37,0.3284,63
7/01/2011 11:00,1,0,1,2,0.2,0.197,0.4,0.2239,67
7/01/2011 12:00,1,0,1,2,0.2,0.197,0.37,0.2537,59
7/01/2011 13:00,1,0,1,2,0.2,0.1818,0.37,0.2836,73
7/01/2011 14:00,1,0,1,2,0.2,0.197,0.4,0.2537,50
7/01/2011 15:00,1,0,1,2,0.2,0.2121,0.37,0.1642,72
7/01/2011 16:00,1,0,1,2,0.2,0.2121,0.37,0.1642,87
7/01/2011 17:00,1,0,1,2,0.2,0.2576,0.37,0,187
7/01/2011 18:00,1,0,1,1,0.2,0.2273,0.4,0.0896,123
7/01/2011 19:00,1,0,1,1,0.16,0.197,0.55,0.0896,95
7/01/2011 20:00,1,0,1,1,0.18,0.2121,0.47,0.1045,51
7/01/2011 21:00,1,0,1,1,0.18,0.197,0.47,0.1343,39
7/01/2011 22:00,1,0,1,2,0.18,0.197,0.43,0.1642,36
7/01/2011 23:00,1,0,1,2,0.18,0.197,0.51,0.1642,15
8/01/2011 0:00,1,0,0,2,0.18,0.197,0.51,0.1642,25
8/01/2011 1:00,1,0,0,2,0.18,0.2121,0.55,0.0896,16
8/01/2011 2:00,1,0,0,2,0.18,0.2424,0.55,0,16
8/01/2011 3:00,1,0,0,3,0.18,0.197,0.55,0.1642,7
8/01/2011 4:00,1,0,0,3,0.18,0.197,0.55,0.1642,1
8/01/2011 5:00,1,0,0,2,0.16,0.1667,,0.1642,5
8/01/2011 6:00,1,0,0,2,0.16,0.1667,0.74,0.1642,2
8/01/2011 7:00,1,0,0,2,0.16,0.1818,0.74,0.1045,9
8/01/2011 8:00,1,0,0,3,0.16,0.1818,0.93,0.1045,15
8/01/2011 9:00,1,0,0,3,0.16,0.1818,0.93,0.1045,20
8/01/2011 10:00,1,0,0,2,0.18,0.197,0.8,0.1642,61
8/01/2011 11:00,1,0,0,2,0.2,0.1818,0.69,0.3881,62
8/01/2011 12:00,1,0,0,2,0.2,0.1818,0.59,0.3582,98
8/01/2011 13:00,1,0,0,1,0.2,0.1818,0.44,0.3284,102
8/01/2011 14:00,1,0,0,1,0.2,0.1667,0.32,0.4925,95
8/01/2011 15:00,1,0,0,1,0.2,0.1667,0.32,0.4478,74
8/01/2011 16:00,1,0,0,1,0.18,0.1364,0.29,0.4478,76
8/01/2011 17:00,1,0,0,1,0.16,0.1212,0.37,0.5522,69
8/01/2011 18:00,1,0,0,1,0.14,0.1212,0.39,0.2985,55
8/01/2011 19:00,1,0,0,1,0.14,0.1212,0.36,0.2537,30
8/01/2011 20:00,1,0,0,1,0.12,0.1212,0.36,0.2537,28
8/01/2011 21:00,1,0,0,1,0.12,0.1061,0.39,0.3582,37
8/01/2011 22:00,1,0,0,1,0.12,0.1061,0.36,0.3881,34
8/01/2011 23:00,1,0,0,1,0.1,0.0606,0.39,0.4478,22
9/01/2011 0:00,1,0,0,1,0.1,0.0758,0.42,0.3881,25
9/01/2011 1:00,1,0,0,1,0.1,0.0606,0.42,0.4627,12
9/01/2011 2:00,1,0,0,1,0.1,0.0606,0.46,0.4627,11
9/01/2011 3:00,1,0,0,1,0.1,0.0758,0.46,0.4179,4
9/01/2011 4:00,1,0,0,1,0.08,0.0909,0.53,0.194,1
9/01/2011 5:00,1,0,0,1,0.08,0.0909,0.53,0.194,1
9/01/2011 6:00,1,0,0,1,0.1,0.0909,0.49,0.2836,1
9/01/2011 7:00,1,0,0,1,0.08,0.0909,0.53,0.194,6
9/01/2011 8:00,1,0,0,1,0.1,0.0909,0.49,0.2836,10
9/01/2011 9:00,1,0,0,1,0.12,0.0758,0.46,0.5224,19
9/01/2011 10:00,1,0,0,1,0.14,0.1061,0.43,0.3881,49
9/01/2011 11:00,1,0,0,1,0.16,0.1212,0.4,0.5224,49
9/01/2011 12:00,1,0,0,1,0.18,0.1364,0.37,0.4478,83
9/01/2011 13:00,1,0,0,1,0.2,0.1667,0.34,0.4478,75
9/01/2011 14:00,1,0,0,1,0.22,0.1818,0.32,0.4627,72
9/01/2011 15:00,1,0,0,1,0.22,0.197,0.35,0.3582,82
9/01/2011 16:00,1,0,0,1,0.2,0.1667,0.34,0.4478,92
9/01/2011 17:00,1,0,0,1,0.18,0.1515,0.37,0.3881,62
9/01/2011 18:00,1,0,0,1,0.16,0.1364,0.4,0.3284,48
9/01/2011 19:00,1,0,0,1,0.16,0.1364,0.43,0.3284,41
9/01/2011 20:00,1,0,0,1,0.14,0.1212,0.46,0.2537,38
9/01/2011 21:00,1,0,0,1,0.14,0.1061,0.46,0.4179,20
9/01/2011 22:00,1,0,0,1,0.14,0.1212,0.46,0.2985,15
9/01/2011 23:00,1,0,0,1,0.12,0.1364,0.5,0.194,6
10/01/2011 0:00,1,0,1,1,0.12,0.1212,0.5,0.2836,5
10/01/2011 1:00,1,0,1,1,0.12,0.1212,0.5,0.2836,1
10/01/2011 2:00,1,0,1,1,0.12,0.1212,0.5,0.2239,3
10/01/2011 3:00,1,0,1,1,0.12,0.1212,0.5,0.2239,1
10/01/2011 4:00,1,0,1,1,0.1,0.1212,0.54,0.1343,3
10/01/2011 5:00,1,0,1,1,0.1,0.1061,0.54,0.2537,3
10/01/2011 6:00,1,0,1,1,0.12,0.1212,0.5,0.2836,31
10/01/2011 7:00,1,0,1,1,0.12,0.1212,0.5,0.2239,77
10/01/2011 8:00,1,0,1,2,0.12,0.1212,0.5,0.2836,188
10/01/2011 9:00,1,0,1,2,0.14,0.1212,0.5,0.2537,94
10/01/2011 10:00,1,0,1,2,0.14,0.1212,0.5,0.2985,31
10/01/2011 11:00,1,0,1,2,0.16,0.1364,0.47,0.2836,30
10/01/2011 12:00,1,0,1,2,0.2,0.1818,0.4,0.2836,52
10/01/2011 13:00,1,0,1,2,0.2,0.1818,0.4,0.2836,54
10/01/2011 14:00,1,0,1,2,0.2,0.197,0.4,0.2239,47
10/01/2011 15:00,1,0,1,2,0.2,0.197,0.4,0.2239,45
10/01/2011 16:00,1,0,1,1,0.2,0.2121,0.4,0.1343,74
10/01/2011 17:00,1,0,1,1,0.2,0.2273,0.4,0.1045,178
10/01/2011 18:00,1,0,1,1,0.2,0.197,0.4,0.2239,155
10/01/2011 19:00,1,0,1,1,0.16,0.1667,0.47,0.1642,95
10/01/2011 20:00,1,0,1,1,0.16,0.1667,0.5,0.1642,74
10/01/2011 21:00,1,0,1,1,0.14,0.1364,0.59,0.194,38
10/01/2011 22:00,1,0,1,1,0.14,0.1515,0.59,0.1642,24
10/01/2011 23:00,1,0,1,1,0.14,0.1515,0.59,0.1642,18
11/01/2011 0:00,1,0,1,1,0.14,0.1667,0.59,0.1045,12
11/01/2011 1:00,1,0,1,1,0.14,0.1515,0.59,0.1642,3
11/01/2011 2:00,1,0,1,2,0.16,0.1515,0.55,0.194,3
11/01/2011 5:00,1,0,1,2,0.16,0.1818,0.55,0.1343,6
11/01/2011 6:00,1,0,1,2,0.16,0.1818,0.55,0.1343,27
11/01/2011 7:00,1,0,1,2,0.16,0.2273,0.55,0,99
11/01/2011 8:00,1,0,1,2,0.18,0.2121,0.51,0.0896,217
11/01/2011 9:00,1,0,1,2,0.18,0.197,0.51,0.1642,130
11/01/2011 10:00,1,0,1,2,0.2,0.2121,0.51,0.1642,54
11/01/2011 11:00,1,0,1,2,0.2,0.2121,0.47,0.1343,35
11/01/2011 12:00,1,0,1,2,0.2,0.2273,0.51,0.1045,57
11/01/2011 13:00,1,0,1,2,0.2,0.2273,0.59,0.0896,52
11/01/2011 14:00,1,0,1,2,0.2,0.2273,0.59,0.0896,63
11/01/2011 15:00,1,0,1,2,0.16,0.197,0.8,0.0896,47
11/01/2011 16:00,1,0,1,2,0.16,0.1515,0.86,0.2239,76
11/01/2011 17:00,1,0,1,2,0.16,0.1515,0.86,0.2239,136
11/01/2011 18:00,1,0,1,3,0.16,0.1818,0.93,0.1045,95
11/01/2011 19:00,1,0,1,3,0.16,0.2273,0.93,0,51
11/01/2011 20:00,1,0,1,3,0.16,0.1515,0.93,0.194,32
11/01/2011 21:00,1,0,1,3,0.16,0.197,0.86,0.0896,20
11/01/2011 22:00,1,0,1,3,0.16,0.1818,0.93,0.1045,29
11/01/2011 23:00,1,0,1,3,0.16,0.197,0.93,0.0896,19
12/01/2011 0:00,1,0,1,2,0.16,0.197,0.86,0.0896,7
12/01/2011 1:00,1,0,1,2,0.16,0.1818,0.86,0.1045,6
12/01/2011 2:00,1,0,1,1,0.14,0.1515,0.86,0.1343,1
12/01/2011 5:00,1,0,1,1,0.14,0.1515,0.86,0.1642,5
12/01/2011 6:00,1,0,1,1,0.12,0.1515,0.93,0.1343,16
12/01/2011 7:00,1,0,1,1,0.14,0.1515,0.69,0.1343,54
12/01/2011 8:00,1,0,1,1,0.16,0.1667,0.59,0.1642,128
12/01/2011 9:00,1,0,1,1,0.16,0.1364,0.59,0.3284,81
12/01/2011 10:00,1,0,1,1,0.18,0.1818,0.55,0.2239,39
12/01/2011 11:00,1,0,1,1,0.2,0.1818,0.51,0.3881,35
12/01/2011 12:00,1,0,1,1,0.2,0.1515,0.47,0.5821,55
12/01/2011 13:00,1,0,1,1,0.22,0.197,0.44,0.3582,49
12/01/2011 14:00,1,0,1,1,0.2,0.1818,0.47,0.3284,44
12/01/2011 15:00,1,0,1,1,0.2,0.1667,0.47,0.4179,49
12/01/2011 16:00,1,0,1,1,0.22,0.197,0.44,0.3284,68
12/01/2011 17:00,1,0,1,1,0.2,0.1818,0.47,0.3582,139
12/01/2011 18:00,1,0,1,1,0.2,0.1515,0.47,0.5224,137
12/01/2011 19:00,1,0,1,1,0.18,0.1515,0.47,0.4179,83
12/01/2011 20:00,1,0,1,1,0.16,0.1364,0.5,0.3284,56
12/01/2011 21:00,1,0,1,1,0.16,0.1364,0.55,0.3284,57
12/01/2011 22:00,1,0,1,1,0.16,0.1212,0.55,0.4478,33
12/01/2011 23:00,1,0,1,1,0.14,0.1061,0.59,0.4179,20
13/01/2011 0:00,1,0,1,1,0.14,0.1212,0.59,0.2836,7
13/01/2011 1:00,1,0,1,1,0.14,0.1212,0.5,0.2836,2
13/01/2011 2:00,1,0,1,1,0.14,0.1212,0.5,0.3582,2
13/01/2011 3:00,1,0,1,1,0.14,0.1212,0.5,0.3284,3
13/01/2011 4:00,1,0,1,1,0.14,0.1212,0.5,0.2537,4
13/01/2011 5:00,1,0,1,1,0.14,0.1212,0.5,0.2985,3
13/01/2011 6:00,1,0,1,1,0.12,0.1515,0.54,0.1343,28
13/01/2011 7:00,1,0,1,1,0.12,0.1515,0.54,0.1343,72
13/01/2011 8:00,1,0,1,1,0.14,0.1364,0.5,0.194,202
13/01/2011 9:00,1,0,1,1,0.14,0.1212,0.5,0.3284,139
13/01/2011 10:00,1,0,1,2,0.16,0.1364,0.5,0.3582,38
13/01/2011 11:00,1,0,1,2,0.2,0.1667,0.44,0.4478,37
13/01/2011 12:00,1,0,1,1,0.2,0.1667,0.44,0.4179,52
13/01/2011 13:00,1,0,1,1,0.22,0.197,0.41,0.4478,83
13/01/2011 14:00,1,0,1,1,0.22,0.197,0.41,0.3881,42
13/01/2011 15:00,1,0,1,1,0.24,0.2121,0.38,0.2985,60
13/01/2011 16:00,1,0,1,1,0.24,0.2121,0.38,0.3582,78
13/01/2011 17:00,1,0,1,1,0.2,0.1818,0.4,0.2836,162
13/01/2011 18:00,1,0,1,1,0.2,0.1818,0.4,0.3284,144
13/01/2011 19:00,1,0,1,1,0.16,0.1515,0.47,0.2537,99
13/01/2011 20:00,1,0,1,1,0.16,0.1515,0.47,0.2239,64
13/01/2011 21:00,1,0,1,1,0.14,0.1212,0.46,0.2985,40
13/01/2011 22:00,1,0,1,1,0.14,0.1212,0.46,0.3284,30
13/01/2011 23:00,1,0,1,1,0.12,0.1364,0.5,0.194,15
14/01/2011 0:00,1,0,1,1,0.12,0.1364,0.5,0.194,14
14/01/2011 1:00,1,0,1,1,0.1,0.1212,0.54,0.1642,5
14/01/2011 2:00,1,0,1,1,0.1,0.1212,0.54,0.1343,1
14/01/2011 3:00,1,0,1,1,0.1,0.1364,0.54,0.1045,1
14/01/2011 5:00,1,0,1,1,0.1,0.1364,0.54,0.0896,8
14/01/2011 6:00,1,0,1,1,0.1,0.1818,0.54,0,17
14/01/2011 7:00,1,0,1,1,0.1,0.1212,0.74,0.1642,70
14/01/2011 8:00,1,0,1,1,0.12,0.1667,0.68,0,158
14/01/2011 9:00,1,0,1,1,0.14,0.1515,0.69,0.1343,117
14/01/2011 10:00,1,0,1,1,0.18,0.1818,0.55,0.194,44
14/01/2011 11:00,1,0,1,1,0.18,0.1667,0.51,0.2836,53
14/01/2011 12:00,1,0,1,1,0.2,0.197,0.44,0.2537,61
14/01/2011 13:00,1,0,1,1,0.22,0.197,0.37,0.3881,77
14/01/2011 14:00,1,0,1,1,0.22,0.2121,0.41,0.2836,64
14/01/2011 15:00,1,0,1,1,0.24,0.2424,0.38,0.1642,68
14/01/2011 16:00,1,0,1,1,0.22,0.2424,0.41,0.1045,90
14/01/2011 17:00,1,0,1,1,0.22,0.2273,0.41,0.1642,159
14/01/2011 18:00,1,0,1,1,0.2,0.2576,0.47,0,139
14/01/2011 19:00,1,0,1,1,0.16,0.197,0.59,0.0896,92
14/01/2011 20:00,1,0,1,1,0.18,0.2424,0.59,0,68
14/01/2011 21:00,1,0,1,1,0.16,0.2273,0.69,0,52
14/01/2011 22:00,1,0,1,2,0.16,0.2273,0.69,0,36
14/01/2011 23:00,1,0,1,2,0.18,0.2424,0.55,0,27
15/01/2011 0:00,1,0,0,1,0.18,0.2424,0.55,0,28
15/01/2011 1:00,1,0,0,2,0.16,0.197,0.59,0.0896,20
15/01/2011 2:00,1,0,0,2,0.16,0.197,0.59,0.0896,12
15/01/2011 3:00,1,0,0,2,0.16,0.2273,0.59,0,8
15/01/2011 4:00,1,0,0,2,0.16,0.2273,0.59,0,5
15/01/2011 5:00,1,0,0,1,0.16,0.2273,0.59,0,1
15/01/2011 6:00,1,0,0,1,0.14,0.1667,0.63,0.1045,3
15/01/2011 7:00,1,0,0,1,0.14,0.2121,0.63,0,10
15/01/2011 8:00,1,0,0,1,0.14,0.1515,0.63,0.1343,23
15/01/2011 9:00,1,0,0,1,0.16,0.1818,0.64,0.1343,33
15/01/2011 10:00,1,0,0,1,0.18,0.197,0.59,0.1642,59
15/01/2011 11:00,1,0,0,1,0.2,0.197,0.55,0.2239,72
15/01/2011 12:00,1,0,0,1,0.24,0.2273,0.48,0.2239,89
15/01/2011 13:00,1,0,0,1,0.28,0.2576,0.38,0.2985,101
15/01/2011 14:00,1,0,0,1,0.3,0.2879,0.39,0.2836,118
15/01/2011 15:00,1,0,0,2,0.32,0.3182,0.36,0.194,129
15/01/2011 16:00,1,0,0,2,0.34,0.3333,0.34,0.194,128
15/01/2011 17:00,1,0,0,2,0.32,0.303,0.36,0.2836,83
15/01/2011 18:00,1,0,0,2,0.3,0.2879,0.45,0.2537,84
15/01/2011 19:00,1,0,0,2,0.32,0.303,0.39,0.2537,74
15/01/2011 20:00,1,0,0,2,0.32,0.303,0.39,0.2537,41
15/01/2011 21:00,1,0,0,2,0.32,0.303,0.39,0.2239,57
15/01/2011 22:00,1,0,0,2,0.3,0.3182,0.42,0.1045,26
15/01/2011 23:00,1,0,0,1,0.3,0.2879,0.45,0.2836,44
16/01/2011 0:00,1,0,0,1,0.26,0.303,0.56,0,39
16/01/2011 1:00,1,0,0,1,0.26,0.2727,0.56,0.1343,23
16/01/2011 2:00,1,0,0,1,0.26,0.2879,0.56,0.0896,16
16/01/2011 3:00,1,0,0,1,0.22,0.2727,0.69,0,15
16/01/2011 4:00,1,0,0,1,0.26,0.2576,0.56,0.1642,1
16/01/2011 5:00,1,0,0,2,0.26,0.2576,0.56,0.1642,2
16/01/2011 6:00,1,0,0,2,0.26,0.2576,0.56,0.1642,1
16/01/2011 7:00,1,0,0,2,0.24,0.2121,0.56,0.2985,3
16/01/2011 8:00,1,0,0,1,0.22,0.2121,0.55,0.2836,18
16/01/2011 9:00,1,0,0,1,0.22,0.2121,0.51,0.2537,32
16/01/2011 10:00,1,0,0,1,0.22,0.2121,0.51,0.2836,79
16/01/2011 11:00,1,0,0,1,0.24,0.2273,0.44,0.2537,93
16/01/2011 12:00,1,0,0,1,0.24,0.2121,0.41,0.2836,104
16/01/2011 13:00,1,0,0,1,0.26,0.2273,0.35,0.2985,118
